gameId,playId,nflId,displayName,frameId,frameType,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event
2022091200,3491,42393.0,Ronald Darby,127,AFTER_SNAP,2022-09-13 02:48:08.3,23.0,DEN,right,49.12,14.91,3.24,3.01,0.31,251.69,206.92,pass_outcome_caught
2022090800,299,44881.0,Cooper Kupp,19,BEFORE_SNAP,2022-09-09 00:33:17.6,10.0,LA,right,22.52,17.58,3.62,1.28,0.36,115.06,140.24,
2022091104,1634,47975.0,Isaiah Buggs,99,BEFORE_SNAP,2022-09-11 18:10:40.1,96.0,DET,left,15.63,21.64,0.01,0.02,0.01,94.07,356.61,
2022091101,213,52595.0,Donovan Peoples-Jones,61,BEFORE_SNAP,2022-09-11 17:09:26.8,11.0,CLE,left,63.26,35.11,0.15,0.22,0.01,352.36,347.72,
2022091108,2657,42471.0,Jon Feliciano,80,BEFORE_SNAP,2022-09-11 22:34:27.9,76.0,NYG,left,80.5,27.39,0.0,0.0,0.0,287.2,39.89,
2022091110,2022,43367.0,Joe Thuney,188,AFTER_SNAP,2022-09-11 21:45:20.2,62.0,KC,right,41.18,25.72,1.82,0.52,0.19,84.98,75.43,
2022091112,3128,29851.0,Aaron Rodgers,77,BEFORE_SNAP,2022-09-11 23:06:03.5,12.0,GB,left,90.16,23.97,0.05,0.04,0.01,273.14,254.35,
2022091105,424,43497.0,Kamu Grugier-Hill,2,BEFORE_SNAP,2022-09-11 17:17:45.7,51.0,HOU,left,35.84,29.57,0.64,0.31,0.06,116.69,291.55,
2022091105,3670,52557.0,Danny Pinter,22,BEFORE_SNAP,2022-09-11 19:48:36,63.0,IND,right,53.2,22.51,0.43,0.59,0.04,94.02,179.61,
2022091101,521,44870.0,Ethan Pocic,159,AFTER_SNAP,2022-09-11 17:24:13.3,55.0,CLE,left,87.5,20.89,4.39,1.97,0.46,201.18,166.31,handoff
2022091107,636,43433.0,Connor McGovern,102,BEFORE_SNAP,2022-09-11 17:32:13.7,60.0,NYJ,left,93.23,24.03,0.01,0.07,0.02,292.89,301.25,
2022090800,3674,46085.0,Tremaine Edmunds,70,BEFORE_SNAP,2022-09-09 03:06:42.3,49.0,BUF,left,20.51,26.18,1.15,1.37,0.11,111.83,39.27,
2022091113,923,46206.0,Dalton Schultz,120,AFTER_SNAP,2022-09-12 00:59:04.3,86.0,DAL,left,96.64,36.54,4.14,2.76,0.42,321.42,303.91,
2022091107,4071,53533.0,Brandon Stephens,128,BEFORE_SNAP,2022-09-11 20:03:43.1,21.0,BAL,right,108.99,10.0,0.44,0.54,0.04,249.02,132.4,
2022091102,1133,52458.0,Jaylon Johnson,96,AFTER_SNAP,2022-09-11 17:50:45,33.0,CHI,left,35.98,5.51,4.28,3.31,0.44,169.54,156.83,
2022091113,444,,football,15,BEFORE_SNAP,2022-09-12 00:37:14.4,,football,right,53.8199996948242,29.7600002288818,0.0,0.0,0.0,,,shift
2022091104,3640,39950.0,Lane Johnson,14,BEFORE_SNAP,2022-09-11 19:46:04,65.0,PHI,right,42.3,26.54,1.19,0.59,0.12,121.37,130.14,
2022091105,1330,38540.0,Stephon Gilmore,21,BEFORE_SNAP,2022-09-11 17:58:58.1,5.0,IND,left,55.19,43.45,0.31,1.63,0.02,143.62,164.61,
2022091100,914,53489.0,Pete Werner,90,BEFORE_SNAP,2022-09-11 17:44:45.9,20.0,NO,right,64.89,18.79,1.21,2.74,0.11,259.79,210.41,
2022091100,3050,47797.0,Chris Lindstrom,15,BEFORE_SNAP,2022-09-11 19:24:06.4,63.0,ATL,left,24.16,30.87,0.0,0.0,0.0,119.41,179.36,
2022091112,715,46087.0,Jaire Alexander,24,BEFORE_SNAP,2022-09-11 20:58:22.2,23.0,GB,right,30.88,34.84,0.51,0.54,0.05,263.93,348.77,
2022091112,2569,,football,53,BEFORE_SNAP,2022-09-11 22:36:50.5,,football,left,69.6900024414062,23.6399993896484,0.0,0.0,0.0,,,
2022091102,2331,42443.0,Angelo Blackson,107,AFTER_SNAP,2022-09-11 18:47:24.7,90.0,CHI,left,22.64,25.44,3.43,0.97,0.36,60.4,340.1,
2022091107,2803,43586.0,George Fant,116,AFTER_SNAP,2022-09-11 19:21:27.9,76.0,NYJ,left,85.45,26.39,4.34,0.97,0.45,2.44,12.79,
2022091112,862,53491.0,Josh Myers,76,BEFORE_SNAP,2022-09-11 21:07:46.1,71.0,GB,right,29.39,23.76,0.0,0.0,0.0,84.6,254.11,
2022091104,2781,43378.0,Javon Hargrave,134,BEFORE_SNAP,2022-09-11 19:08:51.4,97.0,PHI,right,35.54,32.42,0.0,0.0,0.0,277.14,117.18,
2022091109,1570,53430.0,Trevor Lawrence,72,AFTER_SNAP,2022-09-11 18:12:29.2,16.0,JAX,right,101.16,29.8,1.3,1.62,0.13,174.06,243.09,
2022091100,828,54476.0,Chris Olave,148,AFTER_SNAP,2022-09-11 17:39:45.6,12.0,NO,left,37.27,38.42,0.77,2.8,0.07,268.09,288.97,
2022090800,167,42816.0,Troy Hill,63,BEFORE_SNAP,2022-09-09 00:27:04.3,2.0,LA,left,48.79,12.58,1.43,0.41,0.15,120.19,160.32,
2022091105,3524,54480.0,Kenyon Green,17,BEFORE_SNAP,2022-09-11 19:44:13.1,59.0,HOU,left,74.44,22.0,0.31,0.6,0.03,268.23,256.73,
2022090800,1208,,football,160,AFTER_SNAP,2022-09-09 01:09:37.2,,football,left,62.6100006103516,9.39000034332275,22.5400009155273,6.73999977111816,2.28999996185303,,,
2022091109,4193,53480.0,Samuel Cosmi,118,AFTER_SNAP,2022-09-11 20:08:20.2,76.0,WAS,left,35.03,22.27,0.76,0.22,0.08,348.15,10.6,
2022090800,2958,38577.0,Bobby Wagner,131,AFTER_SNAP,2022-09-09 02:40:05.1,45.0,LA,right,56.3,23.13,1.36,2.82,0.12,235.31,279.71,
2022091102,4102,54504.0,Kyler Gordon,167,AFTER_SNAP,2022-09-11 19:58:23,6.0,CHI,right,50.57,28.2,3.84,1.96,0.39,344.58,318.58,
2022091103,2433,46108.0,James Daniels,74,BEFORE_SNAP,2022-09-11 19:02:50.7,78.0,PIT,right,31.62,22.48,0.14,0.2,0.01,86.99,213.15,
2022090800,3407,34452.0,Matthew Stafford,49,AFTER_SNAP,2022-09-09 02:57:37.5,9.0,LA,left,85.36,29.31,0.62,1.7,0.05,332.13,271.14,
2022091111,379,47932.0,Hunter Renfrow,18,BEFORE_SNAP,2022-09-11 20:36:57.8,13.0,LV,left,83.59,21.97,2.61,1.09,0.27,231.54,205.62,
2022091104,4313,44834.0,Charles Harris,171,AFTER_SNAP,2022-09-11 20:11:08.6,53.0,DET,right,35.93,22.68,2.17,2.51,0.22,186.5,166.31,
2022091104,3640,52411.0,Jeff Okudah,149,AFTER_SNAP,2022-09-11 19:46:17.5,1.0,DET,right,45.24,15.81,3.63,5.85,0.36,169.52,142.27,
2022091103,3054,43325.0,Myles Jack,19,BEFORE_SNAP,2022-09-11 19:31:31.3,51.0,PIT,right,78.2,26.06,0.17,0.44,0.02,274.96,136.46,
2022091100,1046,46083.0,Marcus Davenport,20,BEFORE_SNAP,2022-09-11 17:50:35.5,92.0,NO,left,34.2,24.38,0.07,0.49,0.01,106.31,119.23,
2022091200,2292,46117.0,Uchenna Nwosu,53,BEFORE_SNAP,2022-09-13 02:00:05.8,10.0,SEA,right,110.69,24.38,0.23,0.84,0.03,285.69,251.44,
2022091110,291,49410.0,Jalen Thompson,54,BEFORE_SNAP,2022-09-11 20:33:49.6,34.0,ARI,left,13.43,35.41,1.09,0.39,0.11,49.62,10.68,
2022091102,2639,38868.0,Tashaun Gipson,46,BEFORE_SNAP,2022-09-11 18:59:12.9,31.0,SF,right,71.8,27.98,1.93,0.57,0.2,298.38,81.05,
2022091108,705,42589.0,Geoff Swaim,5,BEFORE_SNAP,2022-09-11 20:57:58.4,87.0,TEN,left,105.65,31.38,2.03,2.78,0.19,247.45,318.4,
2022091100,2720,44844.0,Ryan Ramczyk,39,BEFORE_SNAP,2022-09-11 19:10:06.2,71.0,NO,left,106.45,32.81,0.13,0.03,0.02,256.72,17.72,
2022091106,1568,42718.0,Raheem Mostert,1,BEFORE_SNAP,2022-09-11 18:11:10.4,31.0,MIA,right,58.7,28.8,0.0,0.0,0.02,74.49,277.87,huddle_break_offense
2022091107,2161,46211.0,D.J. Reed,141,AFTER_SNAP,2022-09-11 18:50:01.2,4.0,NYJ,right,60.83,45.89,3.62,3.22,0.37,323.77,6.04,
2022091111,2464,,football,168,AFTER_SNAP,2022-09-11 22:22:51.1,,football,right,72.0999984741211,4.51999998092651,1.42999994754791,1.30999994277954,0.129999995231628,,,
2022091101,3040,46102.0,Austin Corbett,47,BEFORE_SNAP,2022-09-11 19:24:20.7,63.0,CAR,left,47.05,31.84,0.33,0.46,0.03,109.79,20.44,
2022091102,2065,43821.0,Jake Brendel,82,AFTER_SNAP,2022-09-11 18:27:12.6,64.0,SF,left,100.06,30.35,2.69,1.19,0.26,223.5,218.31,
2022091104,3842,39950.0,Lane Johnson,36,BEFORE_SNAP,2022-09-11 19:54:31.7,65.0,PHI,right,27.57,20.75,0.41,0.42,0.05,89.57,132.09,
2022091100,3757,47797.0,Chris Lindstrom,53,BEFORE_SNAP,2022-09-11 19:50:27.6,63.0,ATL,left,78.4,25.09,0.13,0.08,0.01,267.38,207.65,
2022091106,1196,53465.0,Jevon Holland,137,AFTER_SNAP,2022-09-11 17:58:41,8.0,MIA,left,66.15,11.81,4.85,2.39,0.49,117.3,180.3,
2022091103,364,47835.0,Drew Sample,92,BEFORE_SNAP,2022-09-11 17:18:08.1,89.0,CIN,left,65.16,20.68,2.16,1.1,0.22,246.34,183.14,
2022091105,1008,53496.0,Davis Mills,66,BEFORE_SNAP,2022-09-11 17:44:15,10.0,HOU,left,52.39,23.6,0.0,0.0,0.01,258.67,318.27,
2022091103,2907,44878.0,Ahkello Witherspoon,79,AFTER_SNAP,2022-09-11 19:27:22,25.0,PIT,right,47.25,8.83,5.81,2.49,0.59,32.3,111.5,
2022091109,721,43484.0,Wes Schweitzer,58,BEFORE_SNAP,2022-09-11 17:36:21.3,71.0,WAS,right,38.17,22.41,0.02,0.06,0.0,91.26,106.14,
2022091200,2244,44832.0,Garett Bolles,81,AFTER_SNAP,2022-09-13 01:58:43,72.0,DEN,right,96.51,33.37,2.09,1.89,0.21,57.63,291.16,
2022091101,4242,44813.0,Myles Garrett,109,BEFORE_SNAP,2022-09-11 20:16:20.6,95.0,CLE,right,34.61,36.14,0.05,0.17,0.0,52.31,46.26,
2022091109,839,44902.0,Shaquill Griffin,40,BEFORE_SNAP,2022-09-11 17:39:56.2,26.0,JAX,right,56.34,19.22,0.53,0.58,0.05,335.86,340.96,
2022091100,3647,46091.0,Rashaan Evans,8,BEFORE_SNAP,2022-09-11 19:45:53.2,54.0,ATL,right,91.56,26.59,1.2,0.15,0.12,348.82,358.04,
2022091102,2331,47973.0,Armon Watts,105,AFTER_SNAP,2022-09-11 18:47:24.5,96.0,CHI,left,22.52,21.03,3.34,1.38,0.33,56.99,300.87,
2022091110,3331,44822.0,Patrick Mahomes,116,AFTER_SNAP,2022-09-11 22:56:49.2,15.0,KC,left,88.5,24.36,0.37,1.17,0.04,281.18,156.99,
2022091105,1351,38540.0,Stephon Gilmore,28,BEFORE_SNAP,2022-09-11 17:59:31.6,5.0,IND,left,52.67,10.73,0.65,0.5,0.06,35.41,270.46,
2022091105,1701,47842.0,Parris Campbell,72,BEFORE_SNAP,2022-09-11 18:14:27.8,1.0,IND,right,65.96,19.29,0.04,0.04,0.01,50.41,258.65,
2022091112,862,44867.0,Dalvin Tomlinson,147,AFTER_SNAP,2022-09-11 21:07:53.2,94.0,MIN,right,24.79,21.89,3.04,2.67,0.3,93.28,181.55,
2022091112,3152,45635.0,Robert Tonyan,15,BEFORE_SNAP,2022-09-11 23:06:37.4,85.0,GB,left,81.3,22.5,0.01,0.01,0.0,199.81,20.51,
2022091110,3797,54716.0,Isiah Pacheco,46,BEFORE_SNAP,2022-09-11 23:16:02.9,10.0,KC,left,107.23,30.05,0.14,1.06,0.02,265.88,124.9,
2022091200,1344,44832.0,Garett Bolles,105,BEFORE_SNAP,2022-09-13 01:10:50.7,72.0,DEN,right,41.42,26.94,0.07,0.08,0.01,82.26,49.45,
2022091200,264,38605.0,Russell Wilson,107,BEFORE_SNAP,2022-09-13 00:24:33.9,3.0,DEN,left,100.32,23.76,0.18,0.4,0.02,259.67,56.29,
2022091105,1170,42441.0,Steven Nelson,68,BEFORE_SNAP,2022-09-11 17:51:41.6,21.0,HOU,right,38.12,15.41,1.25,0.1,0.13,290.56,83.68,
2022091108,2098,47865.0,Nate Davis,150,AFTER_SNAP,2022-09-11 22:10:16.8,64.0,TEN,right,20.03,29.14,1.25,0.39,0.13,87.06,58.56,
2022091111,2522,53509.0,Divine Deablo,26,BEFORE_SNAP,2022-09-11 22:27:04,5.0,LV,left,79.64,30.35,0.98,1.36,0.09,128.84,213.15,
2022091113,586,46132.0,Carlton Davis,95,BEFORE_SNAP,2022-09-12 00:44:18.4,24.0,TB,left,79.61,38.99,0.08,0.12,0.01,152.67,247.62,
2022091106,236,42587.0,Trenton Brown,32,BEFORE_SNAP,2022-09-11 17:09:23.4,77.0,NE,right,86.46,33.28,0.46,1.16,0.04,111.49,132.43,
2022091200,810,44832.0,Garett Bolles,49,BEFORE_SNAP,2022-09-13 00:47:03,72.0,DEN,left,71.87,21.02,0.11,0.59,0.01,276.03,167.98,
2022091101,2723,53481.0,Jeremiah Owusu-Koramoah,11,BEFORE_SNAP,2022-09-11 19:11:38.1,28.0,CLE,left,81.58,29.82,0.37,0.64,0.04,65.55,279.3,
2022091109,656,46116.0,Christian Kirk,71,BEFORE_SNAP,2022-09-11 17:31:55.7,13.0,JAX,left,84.26,33.45,0.01,0.01,0.0,266.43,130.05,
2022091104,2781,43290.0,Jared Goff,189,BEFORE_SNAP,2022-09-11 19:08:56.9,16.0,DET,right,30.37,29.96,0.62,0.27,0.07,95.35,89.48,
2022091104,2130,47834.0,A.J. Brown,94,AFTER_SNAP,2022-09-11 18:31:39.2,11.0,PHI,left,68.76,51.67,1.22,1.73,0.12,158.81,155.13,
2022091107,136,53443.0,Alijah Vera-Tucker,51,BEFORE_SNAP,2022-09-11 17:07:51,75.0,NYJ,left,65.35,25.58,0.02,0.24,0.01,273.34,101.23,
2022091100,741,46091.0,Rashaan Evans,120,AFTER_SNAP,2022-09-11 17:37:11.7,54.0,ATL,left,48.73,25.75,3.41,1.18,0.34,212.24,230.35,
2022091104,2781,46089.0,Frank Ragnow,95,BEFORE_SNAP,2022-09-11 19:08:47.5,77.0,DET,right,34.3,29.78,0.0,0.0,0.0,82.95,231.57,
2022091110,673,52416.0,Isaiah Simmons,87,BEFORE_SNAP,2022-09-11 20:46:57.6,9.0,ARI,left,11.67,31.92,0.07,0.05,0.02,98.95,63.37,
2022091107,2113,46101.0,Lamar Jackson,53,BEFORE_SNAP,2022-09-11 18:48:27.1,8.0,BAL,right,43.39,29.79,0.01,0.01,0.0,46.15,261.11,
2022091200,3125,44855.0,Sidney Jones,5,BEFORE_SNAP,2022-09-13 02:34:02.7,23.0,SEA,left,62.91,36.68,1.64,1.03,0.17,135.24,321.2,
2022091112,133,52584.0,K.J. Osborn,154,AFTER_SNAP,2022-09-11 20:28:35.3,17.0,MIN,right,48.53,21.34,2.93,3.78,0.29,76.91,40.55,
2022090800,3262,52536.0,Gabe Davis,193,AFTER_SNAP,2022-09-09 02:52:04,13.0,BUF,right,80.78,45.69,6.47,2.79,0.66,294.69,353.55,
2022091106,2767,40023.0,Terron Armstead,112,AFTER_SNAP,2022-09-11 19:16:36.7,72.0,MIA,right,26.95,28.35,1.55,0.23,0.16,103.55,117.78,
2022091109,3177,41349.0,Logan Thomas,22,BEFORE_SNAP,2022-09-11 19:30:16.6,82.0,WAS,left,71.43,23.36,0.7,1.49,0.08,249.7,230.08,
2022091112,3361,48181.0,Yosuah Nijman,98,BEFORE_SNAP,2022-09-11 23:12:08.3,73.0,GB,left,29.06,20.55,0.04,0.04,0.02,98.12,33.68,
2022091101,361,53455.0,Greg Newsome,41,BEFORE_SNAP,2022-09-11 17:17:05,20.0,CLE,right,52.83,15.82,1.36,0.63,0.14,26.51,68.89,
2022091109,4193,53553.0,John Bates,49,BEFORE_SNAP,2022-09-11 20:08:13.3,87.0,WAS,left,34.8,27.96,0.07,0.02,0.01,283.1,221.61,
2022091113,902,41915.0,Shaquil Barrett,179,AFTER_SNAP,2022-09-12 00:58:33,58.0,TB,left,99.66,29.7,0.76,1.61,0.09,270.05,312.36,
2022091104,4075,47888.0,Chauncey Gardner-Johnson,113,AFTER_SNAP,2022-09-11 20:03:39,23.0,PHI,left,36.51,31.06,3.78,3.8,0.38,37.4,307.06,
2022091102,1133,42443.0,Angelo Blackson,79,AFTER_SNAP,2022-09-11 17:50:43.3,90.0,CHI,left,58.74,27.84,2.07,2.55,0.21,171.72,160.25,
2022091103,1249,53557.0,Dan Moore,43,BEFORE_SNAP,2022-09-11 17:55:47.5,65.0,PIT,left,11.97,21.71,0.05,0.04,0.01,239.95,148.58,
2022091103,3251,44878.0,Ahkello Witherspoon,100,AFTER_SNAP,2022-09-11 19:38:25.3,25.0,PIT,right,65.28,8.91,2.92,2.38,0.28,20.05,95.86,
2022091107,2934,52479.0,Justin Madubuike,136,AFTER_SNAP,2022-09-11 19:26:43.3,92.0,BAL,right,71.84,24.95,3.49,1.25,0.36,48.88,48.29,
2022091102,2945,52581.0,Darnell Mooney,83,BEFORE_SNAP,2022-09-11 19:12:54.2,11.0,CHI,right,46.95,14.53,0.01,0.02,0.01,90.8,281.39,
2022091113,2542,37079.0,Julio Jones,41,BEFORE_SNAP,2022-09-12 02:21:43.4,6.0,TB,right,103.91,35.1,0.79,1.27,0.08,95.93,19.75,
2022091103,2058,46123.0,Jessie Bates,147,AFTER_SNAP,2022-09-11 18:45:51.8,30.0,CIN,right,44.76,33.11,3.39,2.47,0.34,299.49,281.13,
2022091101,2089,42436.0,Henry Anderson,144,BEFORE_SNAP,2022-09-11 18:35:15.9,94.0,CAR,right,102.57,30.15,0.21,0.14,0.01,225.79,314.25,
2022091111,899,44819.0,Mike Williams,12,BEFORE_SNAP,2022-09-11 21:01:46.1,81.0,LAC,left,87.18,30.04,4.36,0.58,0.43,336.74,344.57,
2022091108,216,43333.0,Jihad Ward,155,BEFORE_SNAP,2022-09-11 20:33:46.7,55.0,NYG,left,36.42,29.5,0.0,0.0,0.0,79.4,157.97,
2022091100,2555,46135.0,Lorenzo Carter,203,AFTER_SNAP,2022-09-11 19:03:44,9.0,ATL,left,69.83,33.92,6.42,0.13,0.64,347.61,329.66,
2022091105,56,47842.0,Parris Campbell,108,BEFORE_SNAP,2022-09-11 17:04:50.3,1.0,IND,left,86.44,19.41,0.0,0.0,0.01,257.87,98.58,
2022091100,4102,53577.0,Ta'Quon Graham,243,AFTER_SNAP,2022-09-11 20:03:01.3,95.0,ATL,right,56.63,31.15,1.92,0.93,0.19,358.0,359.21,pass_outcome_caught
2022091103,4324,44877.0,Larry Ogunjobi,51,BEFORE_SNAP,2022-09-11 20:17:21.2,99.0,PIT,left,59.42,25.13,0.05,0.05,0.01,89.22,249.08,man_in_motion
2022091111,232,54482.0,Zion Johnson,83,SNAP,2022-09-11 20:31:55.9,77.0,LAC,right,82.92,28.08,0.0,0.0,0.02,78.49,7.71,ball_snap
2022091108,3132,47891.0,Julian Love,99,BEFORE_SNAP,2022-09-11 22:54:19.8,20.0,NYG,left,89.13,31.43,0.02,0.03,0.02,112.34,32.48,
2022091107,1779,33131.0,Calais Campbell,6,BEFORE_SNAP,2022-09-11 18:24:45.9,93.0,BAL,right,66.63,21.25,0.4,0.47,0.05,271.15,326.27,
2022091106,835,42718.0,Raheem Mostert,114,AFTER_SNAP,2022-09-11 17:37:15.3,31.0,MIA,right,11.49,19.26,4.6,3.97,0.44,76.34,151.9,
2022091108,676,47800.0,Dexter Lawrence,11,BEFORE_SNAP,2022-09-11 20:57:17.8,97.0,NYG,left,101.95,24.15,0.05,0.06,0.0,103.38,257.14,
2022091102,552,54513.0,Jaquan Brisker,36,BEFORE_SNAP,2022-09-11 17:25:56.4,9.0,CHI,right,87.55,35.7,0.68,0.68,0.07,270.14,358.01,
2022091109,611,42302.0,Chris Manhertz,77,AFTER_SNAP,2022-09-11 17:30:29.4,84.0,JAX,left,74.75,22.56,4.28,3.01,0.44,196.33,161.42,
2022091105,3366,46106.0,Braden Smith,86,BEFORE_SNAP,2022-09-11 19:36:16.6,72.0,IND,right,95.32,20.95,0.07,0.07,0.01,45.91,300.73,
2022091109,412,54466.0,Travon Walker,41,BEFORE_SNAP,2022-09-11 17:17:36,44.0,JAX,right,78.23,34.52,0.44,0.57,0.04,248.99,23.41,
2022091108,1399,43329.0,Sterling Shepard,190,AFTER_SNAP,2022-09-11 21:25:50.2,3.0,NYG,left,76.67,12.82,6.05,2.48,0.61,176.61,130.22,
2022091112,1165,43404.0,De'Vondre Campbell,101,BEFORE_SNAP,2022-09-11 21:20:44.8,59.0,GB,left,100.78,28.3,2.08,0.99,0.2,94.67,180.97,
2022090800,1009,52607.0,Jordan Fuller,65,BEFORE_SNAP,2022-09-09 01:00:55.6,4.0,LA,right,56.26,17.9,0.88,0.23,0.09,244.24,95.08,
2022091101,1616,42368.0,Shaq Thompson,62,BEFORE_SNAP,2022-09-11 18:13:54.7,7.0,CAR,right,89.3,26.0,0.53,0.21,0.05,258.03,326.49,
2022091200,3628,52526.0,Albert Okwuegbunam,18,BEFORE_SNAP,2022-09-13 02:58:17.5,85.0,DEN,left,80.58,34.99,3.13,1.03,0.32,337.72,341.79,
2022091200,3723,43436.0,Quinton Jefferson,304,BEFORE_SNAP,2022-09-13 03:02:22.6,77.0,SEA,left,69.63,32.85,0.34,0.04,0.03,72.98,350.05,
2022091105,4488,53556.0,Kylen Granson,34,BEFORE_SNAP,2022-09-11 20:19:34,83.0,IND,right,57.27,36.1,2.69,1.56,0.28,65.29,17.22,
2022090800,721,43294.0,Jalen Ramsey,63,BEFORE_SNAP,2022-09-09 00:46:27,5.0,LA,left,34.56,16.55,0.81,0.69,0.09,109.6,115.71,
2022091200,810,47824.0,Dalton Risner,99,BEFORE_SNAP,2022-09-13 00:47:08,66.0,DEN,left,71.57,22.47,0.18,0.17,0.02,277.69,279.54,
2022091105,1170,52449.0,Jonathan Taylor,13,BEFORE_SNAP,2022-09-11 17:51:36.1,28.0,IND,right,27.85,30.31,0.12,0.6,0.01,111.07,163.28,
2022091101,3315,42347.0,Amari Cooper,162,BEFORE_SNAP,2022-09-11 19:37:57.3,2.0,CLE,left,45.07,42.23,0.71,2.66,0.06,223.74,358.1,
2022091112,3200,53491.0,Josh Myers,59,BEFORE_SNAP,2022-09-11 23:07:46.1,71.0,GB,left,64.14,29.98,0.02,0.02,0.01,263.8,136.94,
2022091102,239,52433.0,Brandon Aiyuk,194,AFTER_SNAP,2022-09-11 17:10:34.6,11.0,SF,right,97.1,55.83,9.22,2.24,0.93,89.75,48.33,
2022091103,4488,44877.0,Larry Ogunjobi,148,AFTER_SNAP,2022-09-11 20:21:15,99.0,PIT,left,24.82,22.89,3.21,1.48,0.32,7.7,196.78,
2022091100,2762,41292.0,Jarvis Landry,113,AFTER_SNAP,2022-09-11 19:11:27.1,5.0,NO,left,97.3,22.7,5.59,2.16,0.55,349.63,300.67,
2022091109,1041,44926.0,Rayshawn Jenkins,95,BEFORE_SNAP,2022-09-11 17:48:41.3,2.0,JAX,left,23.06,30.11,0.94,1.42,0.1,111.96,145.75,
2022091200,882,47941.0,Michael Jackson,85,BEFORE_SNAP,2022-09-13 00:51:34.2,30.0,SEA,right,58.37,10.25,0.26,0.24,0.03,328.62,60.11,
2022091106,3337,53471.0,Liam Eichenberg,57,AFTER_SNAP,2022-09-11 19:42:59.4,74.0,MIA,right,54.13,31.63,1.54,1.41,0.16,26.8,238.73,
2022091112,1458,43316.0,Kenny Clark,13,BEFORE_SNAP,2022-09-11 21:35:18.3,97.0,GB,left,82.05,29.03,0.97,1.57,0.09,43.27,20.61,
2022091109,433,43787.0,Roy Robertson-Harris,77,BEFORE_SNAP,2022-09-11 17:18:27.7,95.0,JAX,right,81.38,26.51,0.11,0.13,0.0,311.89,313.48,
2022091113,2911,52453.0,Antoine Winfield,80,BEFORE_SNAP,2022-09-12 02:36:33,31.0,TB,right,69.89,34.69,0.51,0.79,0.05,240.26,278.58,
2022091103,1105,46161.0,Chukwuma Okorafor,16,BEFORE_SNAP,2022-09-11 17:51:17.7,76.0,PIT,left,67.67,32.61,0.42,0.48,0.04,258.98,355.19,
2022091112,656,53491.0,Josh Myers,86,AFTER_SNAP,2022-09-11 20:53:54.7,71.0,GB,left,53.8,30.82,1.65,1.03,0.17,271.94,68.92,
